id	legalName	ateco	region	description
47	PHILIPS S.P.A.	46	Lombardia	L'azienda esercita attività di produzione, commercio, manutenzione e assistenza tecnica, operando in qualità di agente, commissionario e distributore per conto proprio e di terzi. L'offerta comprende dispositivi di illuminazione, inclusi lampade ad incandescenza, fluorescenti e a scarica di gas con relativi accessori, nonché impianti, apparecchiature e mezzi per la produzione, conservazione, trasporto e distribuzione dell'energia elettrica. Vengono commercializzati tubi elettronici, sistemi per la trasmissione e registrazione audio-visiva, apparecchi per telecomunicazioni, dispositivi per medicina diagnostica e terapeutica e apparecchi per la generazione e l'utilizzazione dell'energia nucleare. L'attività comprende inoltre motori e apparecchi elettrici speciali, attrezzature elettroniche e componenti per misurazione e controllo, prodotti elettrotecnici, prodotti chimici e farmaceutici, nonché fornitura, riparazione e manutenzione di cavi, inclusi quelli a fibra ottica, e relativi ricambi e accessori. Sono inclusi anche macchinari per la produzione degli articoli sopra elencati, compresi quelli per la liquefazione del gas. L'azienda opera nel segmento del commercio all'ingrosso per elettrodomestici e elettronica di consumo, includendo nel portafoglio dispositivi per la cura personale quali strumenti per il grooming, apparecchi per epilazione, dispositivi per lo styling dei capelli e per l'igiene orale. Le evidenze di partecipazione a bandi pubblici attestano il coinvolgimento in procedure di fornitura, installazione, gestione e assistenza tecnica di apparecchiature per imaging medico, tra cui tomografi a risonanza magnetica e tomografi computerizzati, nonché sistemi elettromedicali per la diagnostica per immagini e l'assistenza tecnica correlata.
48	FALCONERI S.R.L.	14	Trentino-Alto Adige/Südtirol	L'azienda opera nella produzione e lavorazione di articoli di maglieria attraverso un sistema integrato che prevede fasi di progettazione, prototipazione, tessitura, confezionamento e gestione logistica della filiera produttiva. L'attività primaria consiste nella fabbricazione di pullover, cardigan ed articoli analoghi mediante l'impiego di filati naturali, quali cashmere, lana merino e seta, con una divisione dei processi operativi orientata alla produzione destinata al settore retail e consumer goods.
49	ITALIA TRASPORTO AEREO S.P.A.	51	Lazio	L'azienda opera nel trasporto aereo di linea passeggeri, attivando la pianificazione operativa dei voli e il coordinamento delle attività di terra presso gli spazi aeroportuali. L'organizzazione gestisce procedure relative alla supervisione delle operazioni di assistenza al volo, all'accettazione merci e al customer care aeroportuale, integrando attività di addestramento al volo e noleggio di aeromobili, nonché la preparazione e l'esecuzione degli affidamenti relativi ai servizi di trasporto aereo di linea.
50	FENDI - SOCIETA' A RESPONSABILITA' LIMITATA CHE POTRA' ESSERE ABBREVIATA IN FENDI S.R.L.	46	Lazio	L'azienda esercita attività di commercio all'ingrosso in prodotti realizzati in pelle e articoli da viaggio in materiali diversificati. L'operatività si concentra sulla distribuzione di articoli in pelle, articoli da viaggio, abbigliamento, accessori, prodotti in pelliccia, calzature, orologi e articoli di gioielleria. Le fasi tecniche previste comprendono disegno tecnico, selezione delle materie prime, creazione e regolazione del modello base, taglio, cucito e rifinitura, applicate nei comparti tessile e pelletteria.
51	UNICOTRAS S.R.L. SOCIETA' BENEFIT	49	Puglia	L'azienda opera nel settore del trasporto merci su strada per conto terzi, svolgendo attività preliminari e complementari quali il facchinaggio e la movimentazione di carichi. L'operatività comprende il trasporto postale e di corriere, la gestione di spedizioni door-to-door e la distribuzione espressa attraverso l'impiego di mezzi meccanici per il carico, lo scarico, l'imballaggio, il deposito e la selezione della merce. Le attività includono la gestione operativa di linee di distribuzione e il supporto logistico mediante interventi di facchinaggio e movimentazione su scala nazionale.
52	"""CASA DI CURA PRIVATA VILLA SERENA DEL DOTT. LEONARDO PETRUZZI - S.R.L."", IN BREVE ""VILLA SERENA S.R.L."" O ""CASA DI CURA VILLA SERENA S.R.L."""	86	Abruzzo	La struttura eroga attività clinico-diagnostiche e riabilitative attraverso unità operative specialistiche. In particolare, essa opera nella fornitura di cure in regime di ricovero ordinario e diurno, includendo prestazioni in ambito medico e chirurgico. Le aree operative comprendono medicina generale, geriatria, neurologia, chirurgia generale, ortopedia e traumatologia, terapia intensiva post operatoria e blocco operatorio. La struttura dispone di servizi di diagnostica per immagini, poliambulatorio specialistico, laboratorio di patologia clinica e anatomia patologica e punto prelievi. Sono erogate inoltre attività di riabilitazione intensiva ospedaliera e di riabilitazione psichiatrica residenziale, accompagnate da percorsi specifici in riabilitazione cardiovascolare, neurologica, respiratoria e ortopedica, nonché modalità assistenziali di lungodegenza.
53	ROSSI S.P.A.	28	Emilia-Romagna	Azienda specializzata nella fabbricazione di organi di trasmissione con produzione di riduttori di velocità, motoriduttori e componentistica elettromeccanica per applicazioni industriali. La produzione si concentra su trasmissioni meccaniche non destinate ad impieghi idraulici o in settori automobilistici, aeronautici e motociclistici. Le attività comprendono la realizzazione di riduttori a assi paralleli e altri elementi di trasmissione, come attestato dalla partecipazione a gare d'appalto per forniture di motoriduttori e riduttori industriali.
54	MEMC ELECTRONIC MATERIALS S.P.A.	20	Piemonte	L'azienda opera nella produzione di cristalli e fette di silicio per l'industria dei semiconduttori. I processi produttivi comprendono la crescita di cristalli in silicio monocristallino mediante metodo Czochralski, la lavorazione dei lingotti attraverso taglio a filo, lappatura, lucidatura, lavaggio e trattamenti superficiali, e l'epitassia per ottenere wafer con caratteristiche tecniche specifiche. Le linee di prodotto includono wafer lucidati, wafer epitassiali, wafer a bassa resistività e cilindri in silicio monocristallino, prodotti in diverse dimensioni standard.
55	"""COMPAGNIA GENERALE TRATTORI - S.P.A."" ABBREVIATA ""C.G.T. - S.P.A."""	46	Piemonte	Attività di commercio all’ingrosso di macchinari per movimento terra, macchine da cantiere, autoveicoli e componentistica correlata, comprensivi di attrezzature e ricambi nuovi ed usati. L'azienda opera nel noleggio e nell'assistenza tecnica per interventi di riparazione e manutenzione su apparecchiature della meccanica motoristica ed elettrauto. Le operazioni comprendono la progettazione, l'allestimento, l'installazione, il start up, la conduzione e la manutenzione di impianti di cogenerazione, gruppi elettrogeni, motori marini ed industriali, unitamente alla fornitura di ricambi e lubrificanti e al supporto consulenziale applicativo e gestionale presso officine specializzate o presso i siti di installazione.
56	RUBIX S.P.A.	46	Lombardia	L'azienda opera nel segmento del commercio all'ingrosso di componentistica industriale e attrezzature per applicazioni tecnologiche. L'offerta comprende cuscinetti e supporti, macchine utensili, acciai grezzi e semilavorati, articoli per trasmissione, utensili di lavorazione e motori elettrici, oltre a soluzioni per lavorazioni meccaniche quali utensili per tornitura, foratura, fresatura e filettatura realizzati in materiali quali metallo duro, PCD e ceramici. L'assortimento si estende a componenti per assemblaggio, adattatori stazionari e rotanti, sistemi di raffreddamento, nonché articoli e dispositivi tecnici per impianti industriali e installazioni per la movimentazione e protezione, inclusi dispositivi di protezione individuale e calzature antinfortunistiche. L'azienda ha inoltre partecipato a bandi pubblici relativi alla fornitura continuativa di cuscinetti, articoli tecnici, dispositivi di protezione e componentistica per impianti, evidenziando un catalogo orientato a esigenze industriali e macchinari ad utilizzo tecnico.
57	PAM PANORAMA S.P.A.	47	Veneto	L'azienda opera nella grande distribuzione organizzata specializzandosi nella commercializzazione di derrate alimentari attraverso canali tradizionali e digitali. L'attività commerciale prevede la gestione di punti vendita non specializzati che offrono un assortimento variegato di prodotti alimentari, inclusi prodotti freschi, carne, pesce, latticini, prodotti da forno, pasta, riso e alimenti pronti, unitamente a una selezione di articoli per la cura della casa, igiene personale e prodotti per l'alimentazione speciale. Il sistema distributivo comprende piattaforme online per l'ordinazione e la consegna a domicilio, integrando le attività di vendita diretta con la fornitura alimentare a enti pubblici, in particolare per il supporto a strutture istituzionali e contesti sanitari. L'azienda gestisce l'erogazione di prodotti alimentari mediante contratti diretti e accordi per la fornitura di derrate alimentari in ambito istituzionale e di alimenti dietetici destinati a specifiche esigenze nutrizionali.
58	SACCHI GIUSEPPE S.P.A.	46	Lombardia	L'azienda opera nella distribuzione all'ingrosso di materiale elettrico, comprendendo componenti per la distribuzione dell'energia, sistemi di automazione edificiale, dispositivi per bassa e media tensione, impianti di illuminazione e materiale elettro-strumentale. L'offerta include componenti per impianti elettrici relativi a sistemi di trattamento delle acque e dispositivi per l'automazione industriale, nonché l'impiego di piattaforme digitali per la gestione degli ordini e l'ottimizzazione dei processi logistici.
59	MEGAGEST S.R.L.	47	Puglia	L'azienda gestisce una rete di distribuzione organizzata mediante punti vendita retail operanti nel settore alimentare. L'attività principale consiste nella commercializzazione all'ingrosso e al dettaglio di prodotti agricoli e alimentari, tra cui conserve, sughi, legumi e specialità regionali. L'azienda realizza operazioni di approvvigionamento e fornitura di derrate alimentari per catering, mensa ed eventi, integrando attività logistiche e di gestione della filiera della distribuzione retail.
60	DEDIMAX S.R.L.	14	Emilia-Romagna	Attività di produzione in serie e di commercializzazione all'ingrosso e al dettaglio di confezioni per abbigliamento esterno, integrando una gamma di capi tessili e accessori correlati. Le operazioni riguardano la realizzazione di prodotti per conto proprio e per terzi, previa progettazione tecnica delle confezioni industriali e l’impiego di processi di lavorazione tessile avanzati. L’attività è documentata anche attraverso la partecipazione a procedure di noleggio gratuito e prestito d’uso di vestiario.
